Date_UTC,SME,SML,SMU
2003-10-29 00:00:00,1005,-582,423
2003-10-29 00:01:00,999,-574,426
2003-10-29 00:02:00,994,-591,403
2003-10-29 00:03:00,1088,-642,446
2003-10-29 00:04:00,1136,-694,442
2003-10-29 00:05:00,1072,-657,415
2003-10-29 00:06:00,1075,-674,401
2003-10-29 00:07:00,1141,-664,476
2003-10-29 00:08:00,1165,-650,515
2003-10-29 00:09:00,1191,-652,539
2003-10-29 00:10:00,1214,-630,583
2003-10-29 00:11:00,1215,-659,556
2003-10-29 00:12:00,1208,-679,529
2003-10-29 00:13:00,1228,-681,547
2003-10-29 00:14:00,1169,-696,473
2003-10-29 00:15:00,1100,-740,361
2003-10-29 00:16:00,1155,-745,410
2003-10-29 00:17:00,1216,-782,435
2003-10-29 00:18:00,1233,-775,458
2003-10-29 00:19:00,1111,-662,448
2003-10-29 00:20:00,1083,-657,425
2003-10-29 00:21:00,1027,-630,397
2003-10-29 00:22:00,1026,-582,444
2003-10-29 00:23:00,1078,-541,538
2003-10-29 00:24:00,1101,-517,584
2003-10-29 00:25:00,1073,-526,547
2003-10-29 00:26:00,1049,-539,511
2003-10-29 00:27:00,1012,-546,466
2003-10-29 00:28:00,1035,-569,466
2003-10-29 00:29:00,1046,-570,476
2003-10-29 00:30:00,1004,-558,445
2003-10-29 00:31:00,1011,-566,444
2003-10-29 00:32:00,1059,-579,480
2003-10-29 00:33:00,1087,-598,489
2003-10-29 00:34:00,1069,-613,456
2003-10-29 00:35:00,1040,-586,454
2003-10-29 00:36:00,965,-520,444
2003-10-29 00:37:00,960,-517,442
2003-10-29 00:38:00,997,-531,466
2003-10-29 00:39:00,995,-526,469
2003-10-29 00:40:00,913,-496,417
2003-10-29 00:41:00,979,-530,449
2003-10-29 00:42:00,982,-541,441
2003-10-29 00:43:00,923,-522,401
2003-10-29 00:44:00,845,-503,342
2003-10-29 00:45:00,853,-516,337
2003-10-29 00:46:00,864,-521,343
2003-10-29 00:47:00,847,-506,340
2003-10-29 00:48:00,867,-502,365
2003-10-29 00:49:00,812,-465,347
2003-10-29 00:50:00,790,-442,348
2003-10-29 00:51:00,781,-429,352
2003-10-29 00:52:00,852,-425,427
2003-10-29 00:53:00,919,-431,488
2003-10-29 00:54:00,911,-429,482
2003-10-29 00:55:00,862,-429,433
2003-10-29 00:56:00,783,-411,372
2003-10-29 00:57:00,718,-399,319
2003-10-29 00:58:00,719,-396,323
2003-10-29 00:59:00,720,-407,313
2003-10-29 01:00:00,730,-420,310
2003-10-29 01:01:00,720,-414,306
2003-10-29 01:02:00,674,-382,292
2003-10-29 01:03:00,632,-348,284
2003-10-29 01:04:00,634,-353,281
2003-10-29 01:05:00,607,-340,267
2003-10-29 01:06:00,632,-370,262
2003-10-29 01:07:00,659,-384,274
2003-10-29 01:08:00,683,-391,291
2003-10-29 01:09:00,681,-397,284
2003-10-29 01:10:00,669,-405,265
2003-10-29 01:11:00,663,-411,251
2003-10-29 01:12:00,661,-407,254
2003-10-29 01:13:00,631,-386,245
2003-10-29 01:14:00,607,-373,234
2003-10-29 01:15:00,553,-348,205
2003-10-29 01:16:00,536,-335,200
2003-10-29 01:17:00,536,-331,205
2003-10-29 01:18:00,542,-336,206
2003-10-29 01:19:00,548,-328,220
2003-10-29 01:20:00,541,-305,236
2003-10-29 01:21:00,584,-340,244
2003-10-29 01:22:00,613,-350,263
2003-10-29 01:23:00,635,-364,272
2003-10-29 01:24:00,661,-391,270
2003-10-29 01:25:00,660,-393,267
2003-10-29 01:26:00,647,-384,263
2003-10-29 01:27:00,607,-376,231
2003-10-29 01:28:00,568,-374,194
2003-10-29 01:29:00,524,-340,184
2003-10-29 01:30:00,545,-342,204
2003-10-29 01:31:00,440,-257,183
2003-10-29 01:32:00,476,-280,196
2003-10-29 01:33:00,582,-335,247
2003-10-29 01:34:00,590,-316,274
2003-10-29 01:35:00,526,-281,245
2003-10-29 01:36:00,529,-297,232
2003-10-29 01:37:00,549,-301,248
2003-10-29 01:38:00,566,-309,257
2003-10-29 01:39:00,553,-307,246
2003-10-29 01:40:00,574,-339,235
2003-10-29 01:41:00,634,-379,255
2003-10-29 01:42:00,666,-387,279
2003-10-29 01:43:00,638,-352,286
2003-10-29 01:44:00,673,-351,322
2003-10-29 01:45:00,694,-341,354
2003-10-29 01:46:00,685,-342,344
2003-10-29 01:47:00,643,-330,313
2003-10-29 01:48:00,603,-318,285
2003-10-29 01:49:00,596,-315,281
2003-10-29 01:50:00,601,-329,271
2003-10-29 01:51:00,594,-334,261
2003-10-29 01:52:00,561,-310,250
2003-10-29 01:53:00,546,-310,236
2003-10-29 01:54:00,547,-311,236
2003-10-29 01:55:00,572,-339,234
2003-10-29 01:56:00,580,-344,236
2003-10-29 01:57:00,580,-347,234
2003-10-29 01:58:00,580,-352,228
2003-10-29 01:59:00,556,-333,224
2003-10-29 02:00:00,560,-341,219
2003-10-29 02:01:00,558,-349,209
2003-10-29 02:02:00,555,-356,199
2003-10-29 02:03:00,549,-358,191
2003-10-29 02:04:00,527,-350,176
2003-10-29 02:05:00,492,-330,162
2003-10-29 02:06:00,460,-302,158
2003-10-29 02:07:00,435,-285,150
2003-10-29 02:08:00,449,-299,150
2003-10-29 02:09:00,458,-315,143
2003-10-29 02:10:00,406,-287,119
2003-10-29 02:11:00,369,-248,122
2003-10-29 02:12:00,369,-238,131
2003-10-29 02:13:00,366,-246,120
2003-10-29 02:14:00,361,-242,119
2003-10-29 02:15:00,352,-241,111
2003-10-29 02:16:00,368,-248,121
2003-10-29 02:17:00,381,-242,139
2003-10-29 02:18:00,392,-248,143
2003-10-29 02:19:00,412,-278,133
2003-10-29 02:20:00,434,-299,135
2003-10-29 02:21:00,416,-272,144
2003-10-29 02:22:00,399,-245,154
2003-10-29 02:23:00,397,-233,164
2003-10-29 02:24:00,403,-236,167
2003-10-29 02:25:00,391,-235,156
2003-10-29 02:26:00,366,-225,141
2003-10-29 02:27:00,350,-206,144
2003-10-29 02:28:00,357,-200,156
2003-10-29 02:29:00,376,-211,165
2003-10-29 02:30:00,420,-232,188
2003-10-29 02:31:00,449,-240,209
2003-10-29 02:32:00,434,-228,205
2003-10-29 02:33:00,421,-222,198
2003-10-29 02:34:00,417,-221,196
2003-10-29 02:35:00,512,-321,191
2003-10-29 02:36:00,436,-236,200
2003-10-29 02:37:00,467,-237,230
2003-10-29 02:38:00,501,-226,275
2003-10-29 02:39:00,524,-210,314
2003-10-29 02:40:00,513,-193,320
2003-10-29 02:41:00,507,-183,324
2003-10-29 02:42:00,566,-227,339
2003-10-29 02:43:00,580,-245,336
2003-10-29 02:44:00,531,-215,316
2003-10-29 02:45:00,501,-210,291
2003-10-29 02:46:00,521,-214,307
2003-10-29 02:47:00,578,-207,370
2003-10-29 02:48:00,601,-195,406
2003-10-29 02:49:00,574,-191,383
2003-10-29 02:50:00,563,-203,360
2003-10-29 02:51:00,503,-217,286
2003-10-29 02:52:00,484,-217,267
2003-10-29 02:53:00,566,-291,275
2003-10-29 02:54:00,620,-341,279
2003-10-29 02:55:00,596,-306,290
2003-10-29 02:56:00,568,-282,287
2003-10-29 02:57:00,567,-288,279
2003-10-29 02:58:00,496,-241,256
2003-10-29 02:59:00,440,-211,229
2003-10-29 03:00:00,389,-220,170
2003-10-29 03:01:00,410,-229,181
2003-10-29 03:02:00,420,-203,217
2003-10-29 03:03:00,410,-170,240
2003-10-29 03:04:00,412,-175,237
2003-10-29 03:05:00,442,-176,266
2003-10-29 03:06:00,480,-174,305
2003-10-29 03:07:00,480,-175,304
2003-10-29 03:08:00,465,-174,292
2003-10-29 03:09:00,474,-182,292
2003-10-29 03:10:00,482,-202,280
2003-10-29 03:11:00,496,-214,282
2003-10-29 03:12:00,514,-226,288
2003-10-29 03:13:00,525,-232,293
2003-10-29 03:14:00,532,-241,291
2003-10-29 03:15:00,552,-248,303
2003-10-29 03:16:00,555,-278,277
2003-10-29 03:17:00,602,-312,291
2003-10-29 03:18:00,585,-319,266
2003-10-29 03:19:00,545,-304,241
2003-10-29 03:20:00,530,-281,249
2003-10-29 03:21:00,508,-258,250
2003-10-29 03:22:00,508,-245,263
2003-10-29 03:23:00,511,-226,285
2003-10-29 03:24:00,500,-225,274
2003-10-29 03:25:00,553,-225,327
2003-10-29 03:26:00,574,-233,342
2003-10-29 03:27:00,558,-248,311
2003-10-29 03:28:00,571,-263,308
2003-10-29 03:29:00,592,-254,338
2003-10-29 03:30:00,533,-223,309
2003-10-29 03:31:00,502,-225,277
2003-10-29 03:32:00,560,-243,317
2003-10-29 03:33:00,607,-253,354
2003-10-29 03:34:00,634,-264,370
2003-10-29 03:35:00,638,-247,391
2003-10-29 03:36:00,747,-344,403
2003-10-29 03:37:00,685,-278,407
2003-10-29 03:38:00,658,-232,425
2003-10-29 03:39:00,687,-254,433
2003-10-29 03:40:00,611,-208,403
2003-10-29 03:41:00,523,-175,347
2003-10-29 03:42:00,514,-169,345
2003-10-29 03:43:00,506,-177,329
2003-10-29 03:44:00,495,-181,314
2003-10-29 03:45:00,456,-164,292
2003-10-29 03:46:00,465,-161,305
2003-10-29 03:47:00,451,-143,309
2003-10-29 03:48:00,449,-133,316
2003-10-29 03:49:00,454,-134,320
2003-10-29 03:50:00,466,-141,325
2003-10-29 03:51:00,482,-157,324
2003-10-29 03:52:00,471,-168,303
2003-10-29 03:53:00,461,-184,278
2003-10-29 03:54:00,442,-187,255
2003-10-29 03:55:00,434,-188,246
2003-10-29 03:56:00,447,-176,271
2003-10-29 03:57:00,440,-156,283
2003-10-29 03:58:00,459,-150,309
2003-10-29 03:59:00,465,-156,309
2003-10-29 04:00:00,468,-163,305
2003-10-29 04:01:00,459,-153,306
2003-10-29 04:02:00,444,-140,304
2003-10-29 04:03:00,412,-132,279
2003-10-29 04:04:00,421,-146,276
2003-10-29 04:05:00,446,-175,271
2003-10-29 04:06:00,448,-194,253
2003-10-29 04:07:00,440,-211,229
2003-10-29 04:08:00,442,-228,215
2003-10-29 04:09:00,441,-231,210
2003-10-29 04:10:00,406,-208,198
2003-10-29 04:11:00,387,-172,215
2003-10-29 04:12:00,389,-143,246
2003-10-29 04:13:00,398,-135,264
2003-10-29 04:14:00,380,-141,239
2003-10-29 04:15:00,378,-133,245
2003-10-29 04:16:00,359,-123,236
2003-10-29 04:17:00,309,-134,176
2003-10-29 04:18:00,348,-169,179
2003-10-29 04:19:00,448,-227,221
2003-10-29 04:20:00,461,-217,244
2003-10-29 04:21:00,404,-200,205
2003-10-29 04:22:00,458,-199,259
2003-10-29 04:23:00,527,-197,330
2003-10-29 04:24:00,519,-183,336
2003-10-29 04:25:00,520,-190,330
2003-10-29 04:26:00,527,-195,331
2003-10-29 04:27:00,491,-195,296
2003-10-29 04:28:00,476,-207,269
2003-10-29 04:29:00,453,-209,244
2003-10-29 04:30:00,457,-223,234
2003-10-29 04:31:00,446,-225,221
2003-10-29 04:32:00,388,-204,184
2003-10-29 04:33:00,361,-191,169
2003-10-29 04:34:00,356,-184,172
2003-10-29 04:35:00,369,-182,187
2003-10-29 04:36:00,382,-186,196
2003-10-29 04:37:00,373,-194,180
2003-10-29 04:38:00,383,-199,184
2003-10-29 04:39:00,391,-199,192
2003-10-29 04:40:00,401,-195,207
2003-10-29 04:41:00,411,-203,208
2003-10-29 04:42:00,401,-208,192
2003-10-29 04:43:00,429,-224,205
2003-10-29 04:44:00,493,-262,231
2003-10-29 04:45:00,580,-260,320
2003-10-29 04:46:00,611,-238,373
2003-10-29 04:47:00,595,-205,390
2003-10-29 04:48:00,630,-227,403
2003-10-29 04:49:00,585,-212,373
2003-10-29 04:50:00,550,-222,329
2003-10-29 04:51:00,523,-214,309
2003-10-29 04:52:00,519,-226,293
2003-10-29 04:53:00,524,-250,274
2003-10-29 04:54:00,516,-268,248
2003-10-29 04:55:00,530,-277,253
2003-10-29 04:56:00,552,-274,278
2003-10-29 04:57:00,606,-281,325
2003-10-29 04:58:00,605,-266,338
2003-10-29 04:59:00,601,-281,320
2003-10-29 05:00:00,569,-249,320
2003-10-29 05:01:00,565,-213,352
2003-10-29 05:02:00,595,-250,345
2003-10-29 05:03:00,545,-274,271
2003-10-29 05:04:00,554,-255,298
2003-10-29 05:05:00,571,-241,329
2003-10-29 05:06:00,594,-273,321
2003-10-29 05:07:00,632,-305,328
2003-10-29 05:08:00,628,-302,326
2003-10-29 05:09:00,554,-255,299
2003-10-29 05:10:00,517,-235,283
2003-10-29 05:11:00,513,-231,282
2003-10-29 05:12:00,522,-228,295
2003-10-29 05:13:00,554,-292,262
2003-10-29 05:14:00,587,-337,250
2003-10-29 05:15:00,646,-360,286
2003-10-29 05:16:00,644,-340,305
2003-10-29 05:17:00,678,-334,344
2003-10-29 05:18:00,638,-327,311
2003-10-29 05:19:00,603,-327,276
2003-10-29 05:20:00,581,-312,269
2003-10-29 05:21:00,546,-278,268
2003-10-29 05:22:00,559,-281,278
2003-10-29 05:23:00,635,-328,307
2003-10-29 05:24:00,653,-306,347
2003-10-29 05:25:00,616,-273,343
2003-10-29 05:26:00,637,-268,369
2003-10-29 05:27:00,686,-284,402
2003-10-29 05:28:00,683,-294,389
2003-10-29 05:29:00,690,-301,389
2003-10-29 05:30:00,709,-313,395
2003-10-29 05:31:00,696,-328,367
2003-10-29 05:32:00,684,-338,346
2003-10-29 05:33:00,689,-339,350
2003-10-29 05:34:00,702,-363,339
2003-10-29 05:35:00,699,-377,322
2003-10-29 05:36:00,635,-344,291
2003-10-29 05:37:00,610,-336,274
2003-10-29 05:38:00,643,-355,288
2003-10-29 05:39:00,672,-365,307
2003-10-29 05:40:00,711,-397,314
2003-10-29 05:41:00,769,-441,328
2003-10-29 05:42:00,760,-428,332
2003-10-29 05:43:00,721,-403,318
2003-10-29 05:44:00,643,-350,293
2003-10-29 05:45:00,561,-290,271
2003-10-29 05:46:00,585,-281,305
2003-10-29 05:47:00,585,-271,314
2003-10-29 05:48:00,602,-288,314
2003-10-29 05:49:00,592,-297,294
2003-10-29 05:50:00,564,-276,288
2003-10-29 05:51:00,573,-278,295
2003-10-29 05:52:00,594,-301,293
2003-10-29 05:53:00,565,-298,267
2003-10-29 05:54:00,532,-287,245
2003-10-29 05:55:00,538,-288,250
2003-10-29 05:56:00,575,-307,268
2003-10-29 05:57:00,572,-305,267
2003-10-29 05:58:00,601,-306,295
2003-10-29 05:59:00,615,-317,298
2003-10-29 06:00:00,639,-355,284
2003-10-29 06:01:00,660,-372,287
2003-10-29 06:02:00,690,-375,315
2003-10-29 06:03:00,672,-369,303
2003-10-29 06:04:00,685,-392,293
2003-10-29 06:05:00,663,-393,270
2003-10-29 06:06:00,717,-391,326
2003-10-29 06:07:00,749,-372,377
2003-10-29 06:08:00,772,-376,395
2003-10-29 06:09:00,907,-477,430
2003-10-29 06:10:00,923,-474,448
2003-10-29 06:11:00,842,-424,418
2003-10-29 06:12:00,1175,-776,399
2003-10-29 06:13:00,2145,-1462,683
2003-10-29 06:14:00,2616,-1853,763
2003-10-29 06:15:00,3288,-2234,1054
2003-10-29 06:16:00,3546,-2730,816
2003-10-29 06:17:00,3582,-2751,831
2003-10-29 06:18:00,3414,-2581,833
2003-10-29 06:19:00,3349,-2673,675
2003-10-29 06:20:00,3368,-2674,694
2003-10-29 06:21:00,3527,-2877,650
2003-10-29 06:22:00,3292,-2790,502
2003-10-29 06:23:00,3584,-3066,518
2003-10-29 06:24:00,3712,-3180,533
2003-10-29 06:25:00,3454,-3044,410
2003-10-29 06:26:00,3337,-2899,437
2003-10-29 06:27:00,3440,-2932,508
2003-10-29 06:28:00,3510,-2944,566
2003-10-29 06:29:00,3254,-2626,627
2003-10-29 06:30:00,2701,-1963,737
2003-10-29 06:31:00,2871,-2123,748
2003-10-29 06:32:00,2882,-2215,668
2003-10-29 06:33:00,2813,-2222,590
2003-10-29 06:34:00,2789,-2280,509
2003-10-29 06:35:00,2975,-2589,386
2003-10-29 06:36:00,2952,-2530,422
2003-10-29 06:37:00,2662,-2421,242
2003-10-29 06:38:00,2640,-2412,229
2003-10-29 06:39:00,2608,-2387,222
2003-10-29 06:40:00,2736,-2358,379
2003-10-29 06:41:00,2739,-2291,448
2003-10-29 06:42:00,2780,-2238,542
2003-10-29 06:43:00,2420,-2108,312
2003-10-29 06:44:00,3261,-3023,238
2003-10-29 06:45:00,3883,-3628,255
2003-10-29 06:46:00,3423,-3132,291
2003-10-29 06:47:00,3036,-2721,315
2003-10-29 06:48:00,3420,-3086,334
2003-10-29 06:49:00,3963,-3637,326
2003-10-29 06:50:00,3887,-3542,345
2003-10-29 06:51:00,3599,-3194,406
2003-10-29 06:52:00,2907,-2510,397
2003-10-29 06:53:00,3344,-2181,1163
2003-10-29 06:54:00,3281,-2286,995
2003-10-29 06:55:00,3308,-2394,914
2003-10-29 06:56:00,3183,-2378,805
2003-10-29 06:57:00,3232,-2431,801
2003-10-29 06:58:00,3565,-2768,798
2003-10-29 06:59:00,3284,-2391,893
2003-10-29 07:00:00,3456,-2493,963
2003-10-29 07:01:00,3205,-2400,805
2003-10-29 07:02:00,3652,-2499,1153
2003-10-29 07:03:00,3491,-2341,1149
2003-10-29 07:04:00,3068,-2081,987
2003-10-29 07:05:00,2305,-1881,424
2003-10-29 07:06:00,2586,-1676,910
2003-10-29 07:07:00,2662,-1733,929
2003-10-29 07:08:00,2732,-1867,865
2003-10-29 07:09:00,2518,-2058,460
2003-10-29 07:10:00,2229,-1929,300
2003-10-29 07:11:00,2133,-1754,380
2003-10-29 07:12:00,2256,-1863,393
2003-10-29 07:13:00,1867,-1667,200
2003-10-29 07:14:00,1959,-1659,300
2003-10-29 07:15:00,1875,-1655,220
2003-10-29 07:16:00,2232,-2019,213
2003-10-29 07:17:00,2295,-2018,277
2003-10-29 07:18:00,2117,-1916,202
2003-10-29 07:19:00,2150,-1951,200
2003-10-29 07:20:00,2166,-1870,296
2003-10-29 07:21:00,2246,-1817,429
2003-10-29 07:22:00,2452,-1667,785
2003-10-29 07:23:00,2500,-1519,981
2003-10-29 07:24:00,2196,-1377,819
2003-10-29 07:25:00,1958,-1321,637
2003-10-29 07:26:00,1759,-1240,519
2003-10-29 07:27:00,1837,-1256,581
2003-10-29 07:28:00,1647,-1156,491
2003-10-29 07:29:00,1605,-1077,528
2003-10-29 07:30:00,1606,-1086,519
2003-10-29 07:31:00,1597,-1061,535
2003-10-29 07:32:00,1623,-1010,614
2003-10-29 07:33:00,1692,-943,749
2003-10-29 07:34:00,1799,-895,904
2003-10-29 07:35:00,1634,-856,778
2003-10-29 07:36:00,1612,-827,785
2003-10-29 07:37:00,1722,-805,917
2003-10-29 07:38:00,1654,-786,868
2003-10-29 07:39:00,1565,-727,838
2003-10-29 07:40:00,1444,-670,774
2003-10-29 07:41:00,1629,-780,849
2003-10-29 07:42:00,1728,-974,755
2003-10-29 07:43:00,1876,-1088,788
2003-10-29 07:44:00,2013,-1163,850
2003-10-29 07:45:00,2069,-1160,909
2003-10-29 07:46:00,1984,-1078,906
2003-10-29 07:47:00,2092,-1064,1028
2003-10-29 07:48:00,2001,-972,1029
2003-10-29 07:49:00,1845,-939,906
2003-10-29 07:50:00,1786,-866,920
2003-10-29 07:51:00,1634,-748,887
2003-10-29 07:52:00,1620,-758,862
2003-10-29 07:53:00,1638,-717,922
2003-10-29 07:54:00,1567,-710,857
2003-10-29 07:55:00,1484,-735,749
2003-10-29 07:56:00,1437,-752,685
2003-10-29 07:57:00,1379,-727,652
2003-10-29 07:58:00,1235,-603,632
2003-10-29 07:59:00,1105,-546,559
2003-10-29 08:00:00,1056,-544,512
2003-10-29 08:01:00,920,-431,489
2003-10-29 08:02:00,890,-373,517
2003-10-29 08:03:00,868,-378,490
2003-10-29 08:04:00,1044,-535,510
2003-10-29 08:05:00,1008,-486,522
2003-10-29 08:06:00,932,-482,450
2003-10-29 08:07:00,1017,-551,465
2003-10-29 08:08:00,1087,-695,392
2003-10-29 08:09:00,1266,-838,428
